"code_rome","code_compo_bloc","libelle_type_texte","position_phrase","libelle_texte"
"F1605","4","acces_metier","5","Un ou plusieurs Certificat(s) d''Aptitude à la Conduite En Sécurité -CACES- conditionné(s) par une aptitude médicale à renouveler périodiquement peu(ven)t être requis."
"F1606","3","definition","1","Réalise les finitions et embellissements des surfaces par application de peinture, résine, vernis, après préparation manuelle ou mécanique des supports. Pose des revêtements muraux (papiers peints, tissus...)."
"F1606","3","definition","2","Peut poser des revêtements de sol (moquette, linoléum, ...), des vitres, ..."
"F1606","4","acces_metier","1","Ce métier est accessible avec un CAP/BEP en peinture du bâtiment."
"F1606","4","acces_metier","2","Il est également accessible avec une expérience professionnelle dans ce secteur sans diplôme particulier."
"F1606","4","acces_metier","3","Un diplôme de niveau Bac (Bac professionnel, Brevet Professionnel) peut être demandé pour les postes d''encadrement d''équipe."
"F1607","3","definition","1","Prépare et pose toutes fermetures intérieures et extérieures en bois, métal, aluminium, PVC (portes, fenêtres, battants, volets roulants, grilles, murs, stores, clôtures, portes de garages,...) selon les règles de sécurité."
"F1607","3","definition","2","Peut installer et régler des automatismes de fermetures."
"F1607","3","definition","3","Peut entretenir, réparer, remplacer des éléments posés et leur système de fermeture."
"F1607","4","acces_metier","1","Ce métier est accessible avec un CAP/BEP en menuiserie, métallerie."
"F1607","4","acces_metier","2","Il est également accessible avec une expérience professionnelle dans ce secteur sans diplôme particulier."
"F1607","4","acces_metier","3","Un diplôme de niveau Bac (Bac professionnel, Brevet Professionnel) peut être demandé pour les postes d''encadrement d''équipe."
"F1607","4","acces_metier","4","Des connaissances complémentaires en électricité et en automatismes peuvent être requises."
"F1608","3","definition","1","Revêt toute surface horizontale ou verticale par scellement, collage ou fixation d''éléments rigides (carrelage, faïence, pierres ornementales, ...) selon les règles de sécurité."
"F1608","3","definition","2","Peut installer des parquets et effectuer des travaux d''agencement."
"F1608","4","acces_metier","1","Ce métier est accessible avec un CAP/BEP en carrelage."
"F1608","4","acces_metier","2","Il est également accessible avec une expérience professionnelle dans ce secteur sans diplôme particulier."
"F1608","4","acces_metier","3","Un diplôme de niveau Bac (Bac professionnel, Brevet Professionnel) peut être demandé pour les postes d''encadrement d''équipe."
"F1608","4","acces_metier","4","Des formations complémentaires aux techniques de pose de mosaïque, de faïence, de marbre et de parquet peuvent être requises."
"F1609","3","definition","1","Pose et fixe tous revêtements souples (moquettes, caoutchouc, plastiques, ...) sur les sols selon les règles de sécurité. Prépare et corrige préalablement les supports en fonction de la nature du matériau employé."
"F1609","4","acces_metier","1","Ce métier est accessible avec un CAP/BEP en pose de revêtements souples, de moquettes, de revêtements de sol, ..."
"F1609","4","acces_metier","2","Il est également accessible avec une expérience professionnelle dans ce secteur sans diplôme particulier."
"F1609","4","acces_metier","3","Un diplôme de niveau Bac (Bac professionnel, Brevet Professionnel) peut être demandé pour les postes d''encadrement d''équipe."
"F1610","3","definition","1","Effectue la préparation et la pose des éléments de couverture (ardoises, tuiles, tôles, ...) pour la mise hors d''eau de tous types de bâtiments, dans le cadre de travaux neufs ou de rénovation, selon les règles de sécurité. Réalise la protection des parties en saillie et pose des systèmes d''évacuation d''eaux pluviales (gouttières, ...). Peut réaliser des travaux simples de charpente. Peut encadrer une équipe."
"F1610","4","acces_metier","1","Ce métier est accessible avec un CAP/BEP en couverture du bâtiment."
"F1610","4","acces_metier","2","Il est également accessible avec une expérience professionnelle dans ce secteur sans diplôme particulier."
"F1610","4","acces_metier","3","Un diplôme de niveau Bac (Bac professionnel, Brevet Professionnel) peut être demandé pour les postes d''encadrement d''équipe."
"F1611","3","definition","1","Prépare le support et réalise l''application ou la projection de produits d''étanchéité et de parement pour l''entretien, la rénovation et l''embellissement de façades, murs et terrasses selon les règles de sécurité."
"F1611","4","acces_metier","1","Ce métier est accessible à partir d''un CAP/BEP en étanchéité du Bâtiment et des Travaux Publics, enveloppe du bâtiment, ..."
"F1611","4","acces_metier","2","Il est également accessible sur expérience professionnelle dans le secteur du BTP sans diplôme particulier."
"F1611","4","acces_metier","3","Un diplôme de niveau Bac (Brevet Professionnel, Bac professionnel) peut être demandé pour les postes d''encadrement d''équipes."
"F1611","4","acces_metier","4","Un Certificat d''Aptitude à la Conduite en Sécurité -CACES- conditionné par une aptitude médicale à renouveler périodiquement peut être requis."
"F1612","3","definition","1","Taille et ornemente, dans le cadre de travaux neufs ou de rénovation, des éléments de construction extérieure (parements de fenêtres, pavés, escaliers, ...), intérieure (cheminées, ...) ou de décoration (corniches, fontaines, bancs, ...) en minéraux naturels (grès, granit, calcaire, ardoise ...) selon les règles de sécurité."
"F1612","3","definition","2","Peut sculpter et graver, poser les éléments façonnés sur les chantiers et effectuer des travaux de protection ou restauration de la pierre."
"F1612","3","definition","3","Peut coordonner une équipe ou diriger une structure."
"F1612","4","acces_metier","1","Ce métier est accessible avec un diplôme de niveau CAP à Bac+2 (DEUST) en taille de pierre, pierres ornementales, ..."
"F1612","4","acces_metier","2","Il est également accessible avec une expérience professionnelle dans le secteur de la taille et de la décoration en pierre sans diplôme particulier."
"F1613","3","definition","1","Réalise l''étanchéité et l''isolation des toitures, des terrasses, des murs ou des façades d''immeubles d''habitation, de maisons individuelles et de bâtiments industriels, selon les règles de sécurité. Peut réaliser l''isolation thermique d''installations et d''équipements de chauffage, de climatisation et de ventilation par des travaux de calorifugeage. Peut réaliser des opérations de réfection dans le cadre de chantiers de réhabilitation."
"F1613","4","acces_metier","1","Ce métier est accessible avec un CAP/BEP en isolation, étanchéité."
"F1613","4","acces_metier","2","Il est également accessible avec une expérience professionnelle dans le secteur du bâtiment (gros oeuvre) et des travaux publics sans diplôme particulier."
"F1613","4","acces_metier","3","Un diplôme de niveau Bac (Bac professionnel, Brevet Professionnel) peut être demandé pour les postes d''encadrement d''équipe."
"F1701","3","definition","1","Procède à la construction de tous ouvrages et bâtiments réalisés au moyen d''un moule et d''armatures métalliques noyées dans une masse de béton, selon les impératifs de mise en oeuvre et les règles de sécurité. Réalise les coffrages et procède à l''assemblage des éléments préfabriqués de constructions en béton, béton armé ou béton précontraint."
"F1701","3","definition","2","Peut encadrer une petite équipe et prendre en charge l''approvisionnement d''un chantier."
"F1701","4","acces_metier","1","Ce métier est accessible avec un CAP/BEP en coffrage, ferraillage, béton armé, charpente."
"F1701","4","acces_metier","2","Il est également accessible avec une expérience professionnelle dans ces secteurs, sans diplôme particulier."
"F1701","4","acces_metier","3","Un diplôme de niveau Bac (Brevet Professionnel, Bac professionnel) peut être demandé pour les postes d''encadrement d''équipe."
"F1702","3","definition","1","Réalise tout ou partie des ouvrages liés à la construction ou à la réfection de routes, chaussées (enrobés, ...), voies ferrés et de leurs dépendances (bordures, trottoirs, caniveaux,...) selon les règles de sécurité."
"F1702","3","definition","2","Peut conduire des engins de travaux publics."
"F1702","4","acces_metier","1","Ce métier est accessible avec un CAP/BEP dans une spécialité du gros oeuvre ou des travaux publics."
"F1702","4","acces_metier","2","Il est également accessible avec une expérience professionnelle dans ce secteur sans diplôme particulier."
"F1702","4","acces_metier","3","Un diplôme de niveau Bac (Bac professionnel, Brevet Professionnel) peut être demandé pour les postes d''encadrement d''équipe."
"F1702","4","acces_metier","4","Un Certificat d''Aptitude à la Conduite En Sécurité -CACES- conditionné par une aptitude médicale à renouveler périodiquement peut être requis."
"F1703","3","definition","1","Construit des murs, des façades, des cloisons, par maçonnage d''éléments portés (parpaings, briques, pierres, carreaux de plâtre, ...) selon les règles de sécurité. Maçonne des structures horizontales (chapes, dalles, ...), réalise différents coffrages et éléments de ferraillage, effectue l''étanchéité et l''isolation des locaux. Peut construire des ouvrages particuliers tels que des piscines, des ouvrages paysagers, des monuments funéraires, ... Peut avoir en charge l''approvisionnement, le rangement et le maintien en propreté du chantier. Peut encadrer une petite équipe."
"F1703","4","acces_metier","1","Ce métier est accessible avec un CAP/BEP en construction bâtiment gros uvre ou en aménagement paysager."
"F1703","4","acces_metier","2","Il est également accessible avec une expérience professionnelle dans ces secteurs ou dans un autre secteur sans diplôme particulier."
"F1703","4","acces_metier","3","Un diplôme de niveau Bac (Bac professionnel, Brevet Professionnel, ...) peut être demandé pour les postes d''encadrement d''équipe."
"F1704","3","definition","1","Prépare le terrain, les outils et les matériaux nécessaires à l''exécution de travaux de construction, de réparation ou d''entretien dans le bâtiment, sur les routes ou voiries, dans les ports ou voies navigables, selon les règles de sécurité. Peut réaliser divers travaux simples."
"F1704","4","acces_metier","1","Ce métier est accessible sans diplôme ni expérience professionnelle."
"F1704","4","acces_metier","2","Une bonne condition physique est requise."
"F1705","3","definition","1","Effectue l''installation et la maintenance des réseaux d''eau, d''assainissement, de gaz et de toutes les canalisations de transport et de distribution de fluides selon les règles de sécurité."
"F1705","3","definition","2","Peut encadrer une équipe."
"F1705","4","acces_metier","1","Ce métier est accessible avec un CAP/BEP en construction de canalisations ou en travaux publics."
"F1705","4","acces_metier","2","Il est également accessible avec une expérience professionnelle dans ce secteur sans diplôme particulier."
"F1705","4","acces_metier","3","Un diplôme de niveau Bac (Brevet Professionnel, Brevet de Technicien) peut être demandé pour les postes d''encadrement d''équipe."
"F1705","4","acces_metier","4","Un Certificat d''Aptitude à la Conduite En Sécurité -CACES- conditionné par une aptitude médicale à renouveler périodiquement peut être requis."
"F1705","4","acces_metier","5","Des habilitations (électricité, gaz, ...) peuvent être exigées."
"F1706","3","definition","1","Réalise des produits en béton (panneaux, dalles, escaliers, murs, pièces spéciales pour réseaux d''assainissement, ....) sur mesure ou en petites séries."
"F1706","3","definition","2","Intervient à partir d''un moule, à l''aide d''outillage et équipements manuels ou semi automatisés, selon les règles de sécurité et les impératifs de production (délais, quantité, qualité, ...)."
"F1706","3","definition","3","Peut réaliser des armatures, transporter et déplacer les produits."
"F1706","3","definition","4","Peut coordonner une équipe."
"F1706","4","acces_metier","1","Ce métier est accessible avec un CAP/BEP en menuiserie, maçonnerie, soudage, ..."
"F1706","4","acces_metier","2","Il est également accessible sans diplôme ni expérience professionnelle pour les postes de finisseur et d''agent de précontrainte."
"F1706","4","acces_metier","3","Un Bac professionnel en chaudronnerie peut être demandé pour les postes de préparateur monteur de moules."
"F1706","4","acces_metier","4","Un ou plusieurs Certificat(s) d''Aptitude à la Conduite En Sécurité -CACES- conditionné(s) par une aptitude médicale à renouveler périodiquement peu(ven)t être requis."
"G1101","3","definition","1","Accueille et renseigne les touristes afin de faciliter leurs conditions de séjour ou de voyage."
"G1101","3","definition","2","Peut gérer les conditions de séjour de la clientèle d''un réceptif touristique (club de vacances, hôtel club, ...)."
"G1101","3","definition","3","Peut coordonner l''activité d''une équipe."
"G1101","4","acces_metier","1","Ce métier est accessible avec un diplôme de niveau Bac (général, professionnel, ...) à Bac+2 dans le secteur tertiaire ou du tourisme (vente, production, animation et gestion touristiques, ...)."
"G1101","4","acces_metier","2","Des formations complémentaires spécifiques (économie du tourisme, management des aménagements touristiques, ...) peuvent être requises."
"G1101","4","acces_metier","3","La pratique d''une ou plusieurs langue(s) étrangère(s), en particulier l''anglais, peut être exigée."
"G1102","3","definition","1","Elabore ou participe à l''élaboration de projets de valorisation du patrimoine local (aménagement de circuits de visite ou d''infrastructures de loisirs, mise en valeur de sites, ...) afin d''augmenter l''attractivité du territoire et les flux touristiques."
"G1102","3","definition","2","Peut organiser des manifestations évènementielles (festival, spectacles, ...)."
"G1102","3","definition","3","Peut diriger une structure."
"G1102","4","acces_metier","1","Ce métier est accessible avec un diplôme de niveau Bac+2 (BTS, DUT, ...) à Bac+5 (Master professionnel, ...) en tourisme, animation ou aménagement du territoire."
"G1102","4","acces_metier","2","La pratique d''une langue étrangère peut être requise."
"G1201","3","definition","1","Accompagne des personnes lors de circuits touristiques ou de visites de sites afin de leur faire découvrir des lieux (spécificités géographiques, historiques, culturelles, ...), selon les règles de sécurité des biens et des personnes."
"G1201","3","definition","2","Peut animer des conférences."
"G1201","3","definition","3","Peut effectuer un accompagnement sportif (randonnée équestre, ascension de sommets, ...)."
"G1201","4","acces_metier","1","Ce métier est accessible avec un Brevet ou un Diplôme d''Etat dans les secteurs de l''animation (Brevet d''Aptitude Professionnelle d''Assistant Animateur Technicien -BAPAAT-, Brevet Professionnel de la Jeunesse, de l''Education Populaire et du Sport -BPJEPS-, Diplôme d''Etat de la Jeunesse, de l''Education Populaire et du Sport - DEJEPS,...) et du sport (Brevet d''Etat d''Educateur Sportif -BEES-, diplôme d''accompagnateur moyenne montagne, ...) ou avec un BTS dans le tourisme."
"G1201","4","acces_metier","2","Une licence professionnelle ainsi qu''une carte professionnelle sont requises pour les postes de guides conférenciers."
"G1201","4","acces_metier","3","La pratique d''une ou plusieurs langue(s) étrangère(s), en particulier l''anglais, peut être exigée."
"G1202","3","definition","1","Met en place et anime des activités culturelles, techniques ou ludiques selon les besoins du public et la spécificité de la structure (centre socioculturel, séjour de vacances, maison de retraite, ...)."
"G1202","3","definition","2","Peut animer un espace multimédia."
"G1202","3","definition","3","Peut coordonner l''activité d''une équipe."
"G1202","4","acces_metier","1","Ce métier est accessible avec un Brevet ou un Diplôme d''Etat dans le secteur de l''animation (Brevet d''Aptitude à la Fonction d''Animateur -BAFA-, Brevet d''Aptitude Professionnelle d''Assistant Animateur Technicien -BAPAAT-, Brevet Professionnel de la Jeunesse, de l''Education Populaire et du Sport -BPJEPS-, Diplôme d''Etat de la Jeunesse, de l''Education Populaire et du Sport - DEJEPS...)."
"G1202","4","acces_metier","2","Il est également accessible avec la maîtrise d''une discipline artistique (musique, arts plastiques, ...)."
"G1202","4","acces_metier","3","Des spécialisations peuvent être requises selon le secteur d''intervention (technique, scientifique, informatique, ...)."
"G1203","3","definition","1","Organise et met en oeuvre des activités récréatives auprès d''enfants ou d''adolescents selon la spécificité de la structure (accueil périscolaire, séjour de vacances, accueil de loisirs, ...)."
"G1203","3","definition","2","Peut encadrer un groupe d''enfants ou d''adolescents lors de séjours avec hébergement."
"G1203","3","definition","3","Peut coordonner l''activité d''une équipe."
"G1203","3","definition","4","Peut diriger un accueil collectif de mineurs (ACM)."
"G1203","4","acces_metier","1","Ce métier est accessible avec un Brevet ou Diplôme d''Etat dans le secteur de l''animation (Brevet d''Aptitude à la Fonction d''Animateur -BAFA-, Brevet Professionnel de la Jeunesse, de l''Education Populaire et du Sport -BPJEPS-, Diplôme d''Etat de la Jeunesse, de l''Education Populaire et du Sport - DEJEPS, ...)."
"G1203","4","acces_metier","2","Le Brevet d''Aptitude à la Fonction de Directeur -BAFD- est requis pour les fonctions d''encadrement d''accueils collectifs de mineurs (ACM)."
"G1203","4","acces_metier","3","La formation Prévention et Secours Civiques de niveau 1 -PSC1- peut être requise."
"G1204","3","definition","1","Organise et anime des activités sportives dans une ou plusieurs disciplines afin de former ou entraîner le public selon ses besoins (loisirs, initiation, compétition, ...) et les règles de sécurité des personnes."
"G1204","3","definition","2","Peut mener des actions de surveillance et de sauvetage en milieu aquatique."
"G1204","3","definition","3","Peut effectuer le suivi et la préparation (physique, technique, ...) de sportifs de haut niveau."
"G1204","3","definition","4","Peut coordonner l''activité d''une équipe et l''encadrement technique d''une discipline ou spécialité sportive"
"G1204","3","definition","5","Peut gérer une structure sportive."
"G1204","4","acces_metier","1","Ce métier est accessible avec un Diplôme d''Etat sportif de niveau Bac à Bac + 5 (Brevet Professionnel de la Jeunesse, de l''Education Populaire et du Sport spécialité Activités Physiques pour Tous -BPJEPS APT-, Diplôme d''Etat de la Jeunesse, de l''Education Populaire et du Sport - DEJEPS spécialité perfectionnement sportif, diplôme fédéral pour certaines disciplines ou une Licence en Sciences et Techniques des Activités Physiques et Sportives -STAPS-)."
"G1204","4","acces_metier","2","Le Brevet Professionnel de la Jeunesse, de l''Education Populaire et du Sport spécialité Activités Aquatiques et de la Natation -BPJEPS AAN- est exigé pour les maîtres nageurs sauveteurs. Le surveillant de baignade qui n''est pas maître nageur sauveteur doit posséder le Brevet de Surveillant de Baignade -BSB- ou le Brevet National de Sécurité et de Sauvetage Aquatique -BNSSA-."
"G1204","4","acces_metier","3","La formation Prévention et Secours Civiques de niveau 1 -PSC1- peut être demandée."
"G1204","4","acces_metier","4","Des formations ou spécialisations complémentaires (Manager animateur de club sportif, gestion des organisations sportives, VTT en milieu montagnard, raft en eaux vives, ...) peuvent être requises."
"G1205","3","definition","1","Accueille, informe et oriente les visiteurs afin de leur faire découvrir les attractions de la structure (jeux électroniques, manèges, équipements sportifs, ...) selon les règles de sécurité des établissements recevant du public."
"G1205","3","definition","2","Peut piloter une attraction."
"G1205","3","definition","3","Peut effectuer la vente de produits."
"G1205","3","definition","4","Peut coordonner l''activité d''une équipe."
"G1205","4","acces_metier","1","Ce métier est accessible avec une expérience professionnelle dans le secteur des loisirs sans diplôme particulier."
"G1205","4","acces_metier","2","Un diplôme de niveau Bac+2 (BTS, DUT) peut être demandé pour les postes de responsable d''attraction."
"G1205","4","acces_metier","3","Les permis B ou C peuvent être exigés."
"G1205","4","acces_metier","4","Un ou plusieurs Certificat(s) d''Aptitude à la Conduite En Sécurité -CACES- conditionné(s) par une aptitude médicale à renouveler périodiquement peu(ven)t être requis."
"G1205","4","acces_metier","5","La pratique d''une langue étrangère, en particulier l''anglais, peut être requise."
"G1206","3","definition","1","Organise le déroulement technique d''un jeu (cartes, roulette,...) dans les établissements de jeux (casinos, ...) selon la réglementation des jeux."
"G1206","3","definition","2","Peut superviser plusieurs tables de jeux."
"G1206","3","definition","3","Peut coordonner une équipe."
"G1206","4","acces_metier","1","Ce métier est accessible sans diplôme ni expérience professionnelle dans le secteur."
"G1206","4","acces_metier","2","Un diplôme de niveau Bac (général, professionnel, ...) peut en faciliter l''accès."
"G1206","4","acces_metier","3","Un casier judiciaire exempt de toute mention contradictoire est exigé."
"G1206","4","acces_metier","4","La pratique d''une ou plusieurs langue(s) étrangère(s), en particulier l''anglais, peut être requis."
"G1301","3","definition","1","Elabore un produit touristique (circuits, séjours, ...) et coordonne les différentes étapes de réalisation du montage du produit jusqu''à sa mise sur le marché selon les règles de sécurité des biens et des personnes."
"G1301","3","definition","2","Peut être spécialisé sur un type de produit ou une destination."
"G1301","3","definition","3","Peut diriger un service."
"G1301","4","acces_metier","1","Ce métier est accessible avec un BTS en vente et productions touristiques, ... complété par une expérience professionnelle dans le secteur du tourisme."
"G1301","4","acces_metier","2","La pratique d''une ou plusieurs langue(s) étrangère(s), en particulier l''anglais, est exigée."
"G1302","3","definition","1","Adapte et réajuste en temps réel le prix de prestations touristiques (places d''avion, de train, nuitées, location de véhicules, ...) afin de mettre en adéquation l''offre et la demande, avec l''objectif d''optimiser la rentabilité des produits ou des services et la compétitivité de l''entreprise."
"G1302","3","definition","2","Peut coordonner une équipe."
"G1302","4","acces_metier","1","Ce métier est accessible avec un diplôme de niveau Bac+2 (BTS) à Master (M1 (LMD), Master professionnel, diplôme d''Ecoles de commerce, ...) dans les secteurs du tourisme, du commerce, ..."
"G1302","4","acces_metier","2","Une expérience professionnelle dans le secteur du tourisme ou de l''hôtellerie peut en faciliter l''accès."
"G1302","4","acces_metier","3","La pratique d''une ou plusieurs langues étrangères, en particulier l''anglais, est requise."
"G1303","3","definition","1","Informe et conseille la clientèle sur les caractéristiques de produits touristiques (voyages, locations, prestations, ...) et réalise tout ou partie des opérations de vente (réservation, émission de titres de transport, suivi administratif, ...), selon les objectifs commerciaux de la structure."
"G1303","3","definition","2","Peut réaliser l''assemblage d''une offre touristique à la demande. Peut réaliser des ventes par téléphone."
"G1303","3","definition","3","Peut coordonner une équipe."
"G1303","4","acces_metier","1","Ce métier est accessible avec un diplôme BAC à BAC+2 (BTS, ...) dans le secteur du tourisme."
"G1303","4","acces_metier","2","Des formations complémentaires (télé billetterie, services voyages, ...) peuvent être demandées."
"G1303","4","acces_metier","3","La pratique d''une ou plusieurs langues étrangères, en particulier l''anglais, est exigée."
"G1303","4","acces_metier","4","La maîtrise d''un ou plusieurs logiciels de réservation touristique est requise."
"G1401","3","definition","1","Supervise et coordonne l''activité des équipes (employés du hall, employés d''étage, serveurs, cuisiniers, ...) d''un établissement hôtelier ou de restauration. Veille à l''application des normes d''hygiène et de sécurité et effectue le suivi commercial et financier de la structure, selon les objectifs définis par la direction."
"G1401","3","definition","2","Peut participer à l''accueil et au service des clients."
"G1401","3","definition","3","Peut établir les tarifs des prestations de l''établissement."
"G1401","4","acces_metier","1","Ce métier est accessible avec un diplôme de niveau CAP/BEP à Bac+2 (BTS, DUT, ...) en hôtellerie, restauration, gestion et commerce, complété par une expérience professionnelle."
"G1401","4","acces_metier","2","La pratique d''une ou plusieurs langue(s) étrangère(s), en particulier l''anglais, peut être requise."
"G1402","3","definition","1","Dirige, organise et coordonne l''ensemble des services d''un établissement hôtelier ou de restauration. Définit les règles de fonctionnement et la politique commerciale de l''établissement selon des objectifs de rentabilité, la charte qualité de l''établissement et les normes d''hygiène et de sécurité."
"G1402","3","definition","2","Peut participer à l''accueil et au service des clients."
"G1402","4","acces_metier","1","Ce métier est accessible avec un diplôme de niveau Bac+2 (BTS, DUT) à Master (Master professionnel, diplôme d''école de commerce, ...) en hôtellerie, restauration, commerce ou gestion, complété par une expérience professionnelle dans ces secteurs."
"G1402","4","acces_metier","2","Il est également accessible avec un CAP/ BEP complété par une expérience professionnelle en hôtellerie ou en restauration pour les structures de petite taille."
"G1402","4","acces_metier","3","La pratique d''une ou plusieurs langue(s) étrangère(s), en particulier l''anglais, peut être requise."
"G1403","3","definition","1","Organise l''activité et gère l''exploitation de structures de loisirs ou d''hébergement touristique dans ses dimensions techniques, commerciales, humaines, financières, ..., dans un objectif de qualité et de rentabilité économique, selon les règles de sécurité des biens et des personnes."
"G1403","4","acces_metier","1","Ce métier est accessible avec une expérience professionnelle dans le secteur d''intervention de la structure (tourisme, animation, spectacle, sport, hébergement, ...), sans diplôme particulier."
"G1403","4","acces_metier","2","Des formations complémentaires (Licence, ...) en management des établissements de loisirs, hôtellerie de plein air, ... peuvent en faciliter l''accès."
"G1403","4","acces_metier","3","Des autorisations ou des agréments peuvent être exigés selon le type de structure (casino, discothèque, ...)."
"G1404","3","definition","1","Supervise et contrôle la production et le fonctionnement (cuisine, service, achats, ...) d''un ou plusieurs établissements de restauration collective (écoles, hôpitaux, entreprise, ...) selon les règles d''hygiène et de sécurité alimentaires et la charte qualité de l''établissement."
"G1404","3","definition","2","Peut recruter du personnel."
"G1404","3","definition","3","Peut participer à la production culinaire."
"G1404","4","acces_metier","1","Ce métier est accessible avec un diplôme de niveau Bac+2 (BTS) à Bac+5 (Master professionnel, ...) en hôtellerie et restauration, art culinaire, restauration collective, commerce, ..."
"G1404","4","acces_metier","2","Le métier d''économe est accessible avec un diplôme de niveau BEP à Bac+2 (BTS) en comptabilité, hôtellerie restauration option mercatique et gestion hôtelière, ..."
"G1404","4","acces_metier","3","Son accès dans les établissements de la fonction publique s''effectue sur concours."
"G1404","4","acces_metier","4","La maîtrise de l''outil informatique (logiciel de gestion de stock, tableur, ...) est requise."
"G1501","3","definition","1","Réalise les travaux de nettoyage, de remise en ordre et d''entretien des chambres, salles de bains et parties communes d''établissements d''hébergement hôtelier ou touristique (hôtels, bateaux de croisière, ...), selon la charte qualité de l''établissement et les normes d''hygiène et de sécurité."
"G1501","3","definition","2","Peut participer au service des petits-déjeuners."
"G1501","3","definition","3","Peut participer au nettoyage et à l''entretien du linge."
"G1501","4","acces_metier","1","Ce métier est accessible sans diplôme ni expérience professionnelle."
"G1501","4","acces_metier","2","Un CAP/BEP en services hôteliers, métiers de la restauration et de l''hôtellerie, ... peut être demandé."
"G1501","4","acces_metier","3","Une bonne condition physique est requise."
"G1501","4","acces_metier","4","Les recrutements peuvent être ouverts sur contrats de travail saisonniers."
"G1502","3","definition","1","Réalise tout ou partie des activités d''un établissement hôtelier ou de tourisme (accueil, services aux clients, entretien des chambres et des locaux, ...), selon la charte qualité de l''établissement et les règles d''hygiène et de sécurité."
"G1502","3","definition","2","Peut effectuer le service en salle pour les repas."
"G1502","4","acces_metier","1","Ce métier est accessible avec une expérience professionnelle dans les secteurs de l''hôtellerie et de la restauration sans diplôme particulier."
"G1502","4","acces_metier","2","Un diplôme de niveau CAP/BEP à Bac (Bac professionnel, Brevet professionnel -BP-, ...) dans les secteurs de l''hôtellerie et de la restauration peut en faciliter l''accès."
"G1502","4","acces_metier","3","Une bonne condition physique est requise."
"G1502","4","acces_metier","4","Les recrutements peuvent être ouverts sur contrats de travail saisonniers."
"G1502","4","acces_metier","5","La pratique d''une ou plusieurs langue(s) étrangère(s), en particulier l''anglais, peut être requise."
"G1503","3","definition","1","Organise et coordonne les activités du personnel d''étage (femmes de chambre, valets de chambre, ...) d''un établissement d''hébergement hôtelier ou touristique (hôtels, bateaux de croisière, ...)."
"G1503","3","definition","2","Contrôle la conformité du travail effectué selon la charte qualité de l''établissement et les normes d''hygiène et de sécurité."
"G1503","3","definition","3","Peut participer à des travaux ou des services spécifiques (nettoyage, remise en ordre des chambres, petits-déjeuners, ...)."
"G1503","4","acces_metier","1","Ce métier est accessible avec un diplôme de niveau Bac (professionnel, technologique, Brevet Professionnel, ...) en hôtellerie."
"G1503","4","acces_metier","2","Il est également accessible avec un CAP/BEP dans le même secteur, complété par une expérience professionnelle."
"G1503","4","acces_metier","3","Les recrutements peuvent être ouverts sur contrats de travail saisonniers."
"G1503","4","acces_metier","4","La pratique d''une ou plusieurs langue(s) étrangère(s), en particulier l''anglais, est requise."
"G1601","3","definition","1","Définit, met en oeuvre et supervise la production culinaire (élaboration des menus, préparation et dressage des plats, commandes de produits, ...) d''un établissement de restauration, selon les normes d''hygiène et de sécurité alimentaires, la charte qualité de l''établissement et les impératifs budgétaires. Contrôle et coordonne les activités d''une brigade."
"G1601","3","definition","2","Peut créer des recettes culinaires."
"G1601","4","acces_metier","1","Ce métier est accessible avec un diplôme de niveau CAP/BEP à Bac+2 (BTS) en cuisine, production culinaire, arts culinaires, art de la table et du service, ... complété par une expérience professionnelle en tant que cuisinier au sein de restaurants traditionnels ou de collectivité."
"G1601","4","acces_metier","2","Les recrutements peuvent être ouverts sur contrats de travail saisonniers."
"G1601","4","acces_metier","3","Son accès dans les établissements de la fonction publique s''effectue généralement sur concours (cantines scolaires, hôpitaux, ...)."
"G1601","4","acces_metier","4","La maîtrise de l''outil informatique (logiciel de gestion de stock, ...) est requise."
"G1602","3","definition","1","Prépare et cuisine des mets selon un plan de production culinaire, les règles d''hygiène et de sécurité alimentaires et la charte qualité de l''établissement."
"G1602","3","definition","2","Peut cuisiner un type de plats particulier (desserts, poissons, viandes, ...)."
"G1602","3","definition","3","Peut élaborer des plats, des menus."
"G1602","4","acces_metier","1","Ce métier est accessible avec un CAP/BEP en cuisine ou production culinaire, pouvant être complété par des Mentions Complémentaires selon les spécialités"
"G1602","4","acces_metier","2","(desserts de restaurant, traiteur, cuisine allégée, ...)."
"G1602","4","acces_metier","3","Son accès dans les établissements de la fonction publique s''effectue généralement sur concours (cantines scolaires, hôpitaux, ...)."
"G1602","4","acces_metier","4","Les recrutements peuvent être ouverts sur contrats de travail saisonniers ou de très courte durée (extra)."
"G1603","3","definition","1","Prépare et assemble des produits (pain, viennoiseries), des plats simples chauds ou froids (sandwichs, salades, glaces, ...) et en effectue la vente selon les règles d''hygiène et de sécurité alimentaires et la charte qualité de l''établissement."
"G1603","3","definition","2","Peut servir les plats à table."
"G1603","4","acces_metier","1","Ce métier est accessible sans diplôme ni expérience professionnelle."
"G1603","4","acces_metier","2","Un CAP d''agent polyvalent de restauration peut en faciliter l''accès."
"G1603","4","acces_metier","3","Les recrutements peuvent être ouverts sur contrats de travail saisonniers ou de très courte durée (extra)."
"G1604","3","definition","1","Prépare, assemble et cuit des produits culinaires spécifiques (pizzas, crêpes, ...) selon les normes d''hygiène et de sécurité alimentaires et la charte qualité de l''établissement."
